Protein	Name	Phylum	Type
14_0903_13_30cm_scaffold_360319_10	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_11	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_12	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_13	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_14	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_15	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_16	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_17	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_18	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_19	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_20	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_21	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_22	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_23	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_360319_24	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_6397487_1	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_6397487_2	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_6397487_3	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_6397487_4	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_2095892_25	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_26	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_27	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_28	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_29	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_30	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_31	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_32	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_33	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_34	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_35	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_36	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_37	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_38	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_39	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_40	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_41	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_42	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_43	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_44	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_45	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_46	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_47	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_48	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_49	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_50	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_51	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_52	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_53	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_54	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_55	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_56	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_57	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_58	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_59	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_60	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_61	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_62	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2095892_63	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_153804_10	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_11	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_12	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_13	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_14	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_15	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_16	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_17	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_18	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_19	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_20	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_21	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_22	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_23	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_24	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_25	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_26	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_27	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_28	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_29	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_30	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_31	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_32	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_33	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_34	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_35	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_36	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_37	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_38	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_39	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_40	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_41	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_153804_42	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_373776_18	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_19	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_20	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_21	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_22	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_23	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_24	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_25	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_26	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_27	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_28	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_29	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_30	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_31	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_32	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_33	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_34	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_35	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_36	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_37	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_38	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_39	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_40	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_41	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_373776_42	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1507580_1	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_2	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_3	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_4	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_5	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_6	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_7	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_8	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_9	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_10	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_11	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_12	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_13	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_14	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_15	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_16	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_17	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_18	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_19	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_20	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_21	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_1507580_22	Acidobacteria_NRPS_0	Acidobacteria	NRPS
14_0903_13_30cm_scaffold_2709745_1	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2709745_2	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2709745_3	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2709745_4	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2709745_5	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2709745_6	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2709745_7	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2709745_8	Actinobacteria_Bacteriocin_0	Actinobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_150	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_151	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_152	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_153	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_154	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_155	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_156	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_157	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_158	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_159	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2239336_160	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_0903_13_30cm_scaffold_2502158_1	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_2	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_3	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_4	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_5	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_6	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_7	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_8	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_9	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_10	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_11	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_12	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_13	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_14	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_15	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_16	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_17	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_18	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_19	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_20	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_21	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_22	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_23	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_24	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_25	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_26	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_27	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_28	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_29	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_30	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_2502158_31	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_50	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_51	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_52	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_53	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_54	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_55	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_56	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_57	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_58	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_59	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_60	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_61	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_62	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_63	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_64	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_65	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_66	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_67	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_68	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_69	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_70	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_71	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_72	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_73	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_181860_74	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_1118500_11	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_12	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_13	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_14	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_15	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_16	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_17	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_18	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_19	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_20	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_21	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_1118500_22	Acidobacteria_Lassopeptide_0	Acidobacteria	Lassopeptide
14_0903_13_30cm_scaffold_468721_105	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_106	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_107	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_108	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_109	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_110	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_111	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_112	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_113	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_114	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_115	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_116	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_117	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_118	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_119	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_120	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_121	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_122	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_123	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_124	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_125	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_126	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_127	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_128	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_129	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_468721_130	Acidobacteria_Type III PKS_0	Acidobacteria	Type III PKS
14_0903_13_30cm_scaffold_685404_96	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_97	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_98	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_99	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_100	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_101	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_102	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_103	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_104	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
14_0903_13_30cm_scaffold_685404_105	Acidobacteria_NRPS-PKS Hybrid_0	Acidobacteria	NRPS-PKS Hybrid
